date,incidence,Rt,lambda1,lambda1_std,mobility_retail,mobility_retail_std
2020-09-03,11111,1.116405,4.3996540282809224,-0.15389349002349667,-20,0.27926374870327725
2020-09-04,11616,1.11707,4.3996540282809224,-0.15389349002349667,-21,0.2322152722085309
2020-09-05,12168,1.118,4.3996540282809224,-0.15389349002349667,-26,-0.0030271102652008027
2020-09-06,12749,1.12011,4.3996540282809224,-0.15389349002349667,-21,0.2322152722085309
2020-09-07,13360,1.123575,9.409868419655119,2.600927588044954,-17,0.4204091781875163
2020-09-08,14024,1.12847,9.409868419655119,2.600927588044954,-19,0.32631222519802355
2020-09-09,14745,1.13565,9.409868419655119,2.600927588044954,-20,0.27926374870327725
2020-09-10,15552,1.14414,9.409868419655119,2.600927588044954,-20,0.27926374870327725
2020-09-11,16447,1.153975,9.409868419655119,2.600927588044954,-22,0.18516679571378455
2020-09-12,17432,1.164785,9.409868419655119,2.600927588044954,-27,-0.050075586759947145
2020-09-13,18550,1.176525,10.731185213672289,3.327441679184666,-21,0.2322152722085309
2020-09-14,19765,1.1887,10.731185213672289,3.327441679184666,-17,0.4204091781875163
2020-09-15,21143,1.201395,10.731185213672289,3.327441679184666,-19,0.32631222519802355
2020-09-16,22655,1.21366,8.416280203220118,2.0546120917923414,-21,0.2322152722085309
2020-09-17,24274,1.223535,8.416280203220118,2.0546120917923414,-20,0.27926374870327725
2020-09-18,26038,1.23022,8.416280203220118,2.0546120917923414,-22,0.18516679571378455
2020-09-19,27876,1.23559,8.416280203220118,2.0546120917923414,-27,-0.050075586759947145
2020-09-20,29786,1.236735,8.416280203220118,2.0546120917923414,-22,0.18516679571378455
2020-09-21,31757,1.234485,8.416280203220118,2.0546120917923414,-17,0.4204091781875163
2020-09-22,33726,1.22925,8.416280203220118,2.0546120917923414,-22,0.18516679571378455
2020-09-23,35698,1.22041,8.416280203220118,2.0546120917923414,-27,-0.050075586759947145
2020-09-24,37626,1.20961,7.694037567205012,1.6574935092822587,-26,-0.0030271102652008027
2020-09-25,39438,1.196335,7.694037567205012,1.6574935092822587,-25,0.044021366229545535
2020-09-26,41169,1.18229,7.694037567205012,1.6574935092822587,-28,-0.09712406325469349
2020-09-27,42806,1.16819,7.694037567205012,1.6574935092822587,-25,0.044021366229545535
2020-09-28,44378,1.15403,7.694037567205012,1.6574935092822587,-19,0.32631222519802355
2020-09-29,45914,1.14176,7.694037567205012,1.6574935092822587,-22,0.18516679571378455
2020-09-30,47386,1.131335,7.390021950596436,1.4903332715612598,-26,-0.0030271102652008027
2020-10-01,48877,1.122625,7.390021950596436,1.4903332715612598,-23,0.13811831921903822
2020-10-02,50389,1.11705,7.390021950596436,1.4903332715612598,-30,-0.19122101624418616
2020-10-03,51988,1.11364,7.390021950596436,1.4903332715612598,-34,-0.3794149222231715
2020-10-04,53672,1.112595,7.390021950596436,1.4903332715612598,-31,-0.2382694927389325
2020-10-05,55489,1.113085,7.390021950596436,1.4903332715612598,-24,0.09106984272429187
2020-10-06,57458,1.11572,7.390021950596436,1.4903332715612598,-26,-0.0030271102652008027
2020-10-07,59518,1.118355,7.390021950596436,1.4903332715612598,-24,0.09106984272429187
2020-10-08,61706,1.12143,7.390021950596436,1.4903332715612598,-27,-0.050075586759947145
2020-10-09,63978,1.123645,7.390021950596436,1.4903332715612598,-28,-0.09712406325469349
2020-10-10,66199,1.12422,6.9489478682008485,1.2478126757829633,-31,-0.2382694927389325
2020-10-11,68466,1.12295,6.9489478682008485,1.2478126757829633,-27,-0.050075586759947145
2020-10-12,70592,1.119,6.9489478682008485,1.2478126757829633,-27,-0.050075586759947145
2020-10-13,72572,1.11227,6.9489478682008485,1.2478126757829633,-29,-0.14417253974943983
2020-10-14,74315,1.102925,6.9489478682008485,1.2478126757829633,-27,-0.050075586759947145
2020-10-15,75746,1.09123,5.644956719478805,0.5308249340410585,-27,-0.050075586759947145
2020-10-16,76834,1.078115,5.644956719478805,0.5308249340410585,-27,-0.050075586759947145
2020-10-17,77606,1.063915,5.644956719478805,0.5308249340410585,-33,-0.33236644572842516
2020-10-18,78110,1.049415,5.644956719478805,0.5308249340410585,-30,-0.19122101624418616
2020-10-19,78344,1.03574,5.644956719478805,0.5308249340410585,-26,-0.0030271102652008027
2020-10-20,78380,1.02355,5.644956719478805,0.5308249340410585,-28,-0.09712406325469349
2020-10-21,78248,1.013205,5.644956719478805,0.5308249340410585,-31,-0.2382694927389325
2020-10-22,78072,1.004765,5.644956719478805,0.5308249340410585,-26,-0.0030271102652008027
2020-10-23,77949,0.9994805,5.644956719478805,0.5308249340410585,-28,-0.09712406325469349
2020-10-24,77935,0.9973565,5.644956719478805,0.5308249340410585,-38,-0.5676088282021569
2020-10-25,78103,0.998085,3.515531351025336,-0.6400203494040522,-29,-0.14417253974943983
2020-10-26,78490,1.001435,3.515531351025336,-0.6400203494040522,-21,0.2322152722085309
2020-10-27,79083,1.00674,3.515531351025336,-0.6400203494040522,-27,-0.050075586759947145
2020-10-28,79819,1.01279,3.515531351025336,-0.6400203494040522,-23,0.13811831921903822
2020-10-29,80798,1.01942,4.86687124875638,0.10300167382782899,-27,-0.050075586759947145
2020-10-30,81878,1.02591,4.86687124875638,0.10300167382782899,-26,-0.0030271102652008027
2020-10-31,83025,1.03045,4.86687124875638,0.10300167382782899,-38,-0.5676088282021569
2020-11-01,84021,1.03292,4.86687124875638,0.10300167382782899,-29,-0.14417253974943983
2020-11-02,84840,1.0317,4.86687124875638,0.10300167382782899,-17,0.4204091781875163
2020-11-03,85386,1.02673,4.86687124875638,0.10300167382782899,-17,0.4204091781875163
2020-11-04,85445,1.018015,6.306312436853778,0.8944653949088306,-11,0.7027000371559943
2020-11-05,85010,1.005585,6.306312436853778,0.8944653949088306,-54,-1.3203844521180983
2020-11-06,83991,0.9903785,6.306312436853778,0.8944653949088306,-55,-1.3674329286128446
2020-11-07,82461,0.972328,6.306312436853778,0.8944653949088306,-60,-1.6026753110865763
2020-11-08,80392,0.9524545,6.306312436853778,0.8944653949088306,-60,-1.6026753110865763
2020-11-09,77898,0.932148,6.306312436853778,0.8944653949088306,-47,-0.9910451166548739
2020-11-10,75145,0.912729,6.306312436853778,0.8944653949088306,-48,-1.0380935931496202
2020-11-11,72137,0.8947875,6.306312436853778,0.8944653949088306,-49,-1.0851420696443665
2020-11-12,69118,0.879182,7.317445316123791,1.4504276653730837,-48,-1.0380935931496202
2020-11-13,66224,0.8678255,7.317445316123791,1.4504276653730837,-49,-1.0851420696443665
2020-11-14,63509,0.8603255,7.317445316123791,1.4504276653730837,-59,-1.55562683459183
2020-11-15,61115,0.8577605,7.317445316123791,1.4504276653730837,-57,-1.4615298816023374
2020-11-16,59132,0.860378,7.317445316123791,1.4504276653730837,-46,-0.9439966401601276
2020-11-17,57592,0.8685625,7.317445316123791,1.4504276653730837,-48,-1.0380935931496202
2020-11-18,56505,0.881658,5.739311839071067,0.5827052433395868,-49,-1.0851420696443665
2020-11-19,55819,0.898886,5.739311839071067,0.5827052433395868,-48,-1.0380935931496202
2020-11-20,55632,0.92006,5.739311839071067,0.5827052433395868,-50,-1.1321905461391129
2020-11-21,55873,0.9436575,5.739311839071067,0.5827052433395868,-56,-1.414481405107591
2020-11-22,56512,0.9683,5.739311839071067,0.5827052433395868,-53,-1.273335975623352
2020-11-23,57473,0.992357,5.739311839071067,0.5827052433395868,-44,-0.8498996871706349
2020-11-24,58663,1.01383,5.739311839071067,0.5827052433395868,-47,-0.9910451166548739
2020-11-25,60043,1.032645,6.86408854093411,1.2011535420286088,-47,-0.9910451166548739
2020-11-26,61472,1.046325,6.86408854093411,1.2011535420286088,-46,-0.9439966401601276
2020-11-27,62908,1.055095,6.86408854093411,1.2011535420286088,-47,-0.9910451166548739
2020-11-28,64249,1.059865,6.86408854093411,1.2011535420286088,-55,-1.3674329286128446
2020-11-29,65381,1.059875,6.86408854093411,1.2011535420286088,-53,-1.273335975623352
2020-11-30,66378,1.057265,6.86408854093411,1.2011535420286088,-41,-0.7087542576863959
2020-12-01,67202,1.05276,6.86408854093411,1.2011535420286088,-43,-0.8028512106758886
2020-12-02,67943,1.04777,6.86408854093411,1.2011535420286088,-31,-0.2382694927389325
2020-12-03,68718,1.04415,6.86408854093411,1.2011535420286088,-34,-0.3794149222231715
2020-12-04,69625,1.043655,6.86408854093411,1.2011535420286088,-35,-0.42646339871791783
2020-12-05,70749,1.04701,6.86408854093411,1.2011535420286088,-36,-0.4735118752126642
2020-12-06,72355,1.05574,6.040331613979791,0.7482182445919198,-36,-0.4735118752126642
2020-12-07,74479,1.06982,6.040331613979791,0.7482182445919198,-26,-0.0030271102652008027
2020-12-08,77324,1.08953,6.040331613979791,0.7482182445919198,-31,-0.2382694927389325
2020-12-09,80982,1.113205,6.040331613979791,0.7482182445919198,-31,-0.2382694927389325
2020-12-10,85587,1.14105,5.769412964707657,0.599256075080446,-32,-0.28531796923367886
2020-12-11,91160,1.170985,5.769412964707657,0.599256075080446,-33,-0.33236644572842516
2020-12-12,97787,1.200135,5.769412964707657,0.599256075080446,-37,-0.5205603517074106
2020-12-13,105224,1.2266,5.769412964707657,0.599256075080446,-41,-0.7087542576863959
2020-12-14,113496,1.24752,5.769412964707657,0.599256075080446,-25,0.044021366229545535
2020-12-15,122372,1.26064,5.769412964707657,0.599256075080446,-25,0.044021366229545535
2020-12-16,131287,1.264705,5.769412964707657,0.599256075080446,-33,-0.33236644572842516
2020-12-17,139764,1.25797,5.769412964707657,0.599256075080446,-29,-0.14417253974943983
2020-12-18,147378,1.240865,5.769412964707657,0.599256075080446,-33,-0.33236644572842516
2020-12-19,153629,1.21458,5.769412964707657,0.599256075080446,-40,-0.6617057811916496
2020-12-20,158035,1.18116,3.1799189776059507,-0.8245537781427608,-43,-0.8028512106758886
2020-12-21,160466,1.14211,3.1799189776059507,-0.8245537781427608,-26,-0.0030271102652008027
2020-12-22,160723,1.09953,3.1799189776059507,-0.8245537781427608,-26,-0.0030271102652008027
2020-12-23,159013,1.0571,3.1799189776059507,-0.8245537781427608,-27,-0.050075586759947145
2020-12-24,155613,1.01577,2.6336030044482635,-1.1249406759033342,-35,-0.42646339871791783
2020-12-25,151125,0.979399,2.6336030044482635,-1.1249406759033342,-92,-3.1082265589184592
2020-12-26,146002,0.948009,2.6336030044482635,-1.1249406759033342,-81,-2.5906933174762496
2020-12-27,140608,0.923105,2.6336030044482635,-1.1249406759033342,-58,-1.5085783580970837
2020-12-28,135387,0.905174,2.6336030044482635,-1.1249406759033342,-51,-1.1792390226338594
2020-12-29,130708,0.894296,2.6336030044482635,-1.1249406759033342,-47,-0.9910451166548739
2020-12-30,126731,0.8900125,2.55233874478136,-1.1696230942464367,-42,-0.7558027341811422
2020-12-31,123547,0.892385,2.55233874478136,-1.1696230942464367,-53,-1.273335975623352
2021-01-01,121320,0.9008345,2.55233874478136,-1.1696230942464367,-83,-2.6847902704657423
2021-01-02,119921,0.9136955,2.55233874478136,-1.1696230942464367,-68,-1.979063123044547
2021-01-03,119256,0.9300225,2.55233874478136,-1.1696230942464367,-64,-1.7908692170655618
2021-01-04,119372,0.947613,2.55233874478136,-1.1696230942464367,-53,-1.273335975623352
2021-01-05,120005,0.96523,2.7585610723825154,-1.0562336121871307,-61,-1.6497237875813227
2021-01-06,120757,0.9809905,2.7585610723825154,-1.0562336121871307,-62,-1.696772264076069
2021-01-07,121690,0.9926075,2.7585610723825154,-1.0562336121871307,-62,-1.696772264076069
2021-01-08,122459,0.9999035,2.7585610723825154,-1.0562336121871307,-64,-1.7908692170655618
2021-01-09,122771,1.0026,2.7585610723825154,-1.0562336121871307,-68,-1.979063123044547
2021-01-10,122606,0.9998285,2.7585610723825154,-1.0562336121871307,-68,-1.979063123044547
2021-01-11,121835,0.992322,2.7585610723825154,-1.0562336121871307,-59,-1.55562683459183
2021-01-12,120299,0.9802935,2.7585610723825154,-1.0562336121871307,-61,-1.6497237875813227
2021-01-13,118045,0.9654995,2.5216094962003486,-1.1865192937084634,-64,-1.7908692170655618
2021-01-14,115113,0.9489955,2.5216094962003486,-1.1865192937084634,-66,-1.8849661700550544
2021-01-15,111734,0.9314055,2.5216094962003486,-1.1865192937084634,-64,-1.7908692170655618
2021-01-16,107912,0.9144805,2.5216094962003486,-1.1865192937084634,-70,-2.0731600760340396
2021-01-17,103802,0.8980245,2.5216094962003486,-1.1865192937084634,-67,-1.9320146465498007
2021-01-18,99567,0.883395,2.5216094962003486,-1.1865192937084634,-60,-1.6026753110865763
2021-01-19,95365,0.870311,2.5216094962003486,-1.1865192937084634,-63,-1.7438207405708153
2021-01-20,91179,0.859432,2.5216094962003486,-1.1865192937084634,-65,-1.837917693560308
2021-01-21,87116,0.850969,2.5806807011836383,-1.1540395258017182,-62,-1.696772264076069
2021-01-22,83082,0.8447195,2.5806807011836383,-1.1540395258017182,-62,-1.696772264076069
2021-01-23,79338,0.8393785,2.5806807011836383,-1.1540395258017182,-67,-1.9320146465498007
2021-01-24,75736,0.835749,2.5806807011836383,-1.1540395258017182,-71,-2.120208552528786
2021-01-25,72289,0.833045,2.5806807011836383,-1.1540395258017182,-59,-1.55562683459183
2021-01-26,68984,0.830625,2.2211332477347465,-1.3517334418609013,-62,-1.696772264076069
2021-01-27,65811,0.828497,2.2211332477347465,-1.3517334418609013,-60,-1.6026753110865763
2021-01-28,62725,0.8263075,2.2211332477347465,-1.3517334418609013,-61,-1.6497237875813227
2021-01-29,59726,0.8235305,2.2211332477347465,-1.3517334418609013,-60,-1.6026753110865763
2021-01-30,56880,0.820681,2.2211332477347465,-1.3517334418609013,-67,-1.9320146465498007
2021-01-31,54077,0.8179315,2.2211332477347465,-1.3517334418609013,-65,-1.837917693560308
2021-02-01,51367,0.8150775,2.2211332477347465,-1.3517334418609013,-56,-1.414481405107591
2021-02-02,48740,0.81199,2.2211332477347465,-1.3517334418609013,-61,-1.6497237875813227
2021-02-03,46213,0.8092705,2.2211332477347465,-1.3517334418609013,-60,-1.6026753110865763
2021-02-04,43815,0.806517,2.687666092623486,-1.0952145757374436,-60,-1.6026753110865763
2021-02-05,41594,0.8047795,2.687666092623486,-1.0952145757374436,-59,-1.55562683459183
2021-02-06,39493,0.803841,2.687666092623486,-1.0952145757374436,-65,-1.837917693560308
2021-02-07,37520,0.802921,2.687666092623486,-1.0952145757374436,-68,-1.979063123044547
2021-02-08,35654,0.8033925,2.687666092623486,-1.0952145757374436,-60,-1.6026753110865763
2021-02-09,33906,0.804455,2.687666092623486,-1.0952145757374436,-61,-1.6497237875813227
2021-02-10,32299,0.805836,2.62285922394829,-1.1308480464602555,-59,-1.55562683459183
2021-02-11,30779,0.80801,2.62285922394829,-1.1308480464602555,-58,-1.5085783580970837
2021-02-12,29371,0.8104875,2.62285922394829,-1.1308480464602555,-58,-1.5085783580970837
2021-02-13,28087,0.8135845,2.62285922394829,-1.1308480464602555,-63,-1.7438207405708153
2021-02-14,26893,0.8176445,2.62285922394829,-1.1308480464602555,-65,-1.837917693560308
2021-02-15,25784,0.8219105,2.62285922394829,-1.1308480464602555,-52,-1.2262874991286057
