date,incidence,Rt,lambda1,lambda1_std,mobility_retail,mobility_retail_std
2021-02-16,24791,0.826609,2.62285922394829,-1.1308480464602555,-55,-1.3674329286128446
2021-02-17,23908,0.832363,2.615879158212076,-1.1346859724878386,-55,-1.3674329286128446
2021-02-18,23092,0.838035,2.615879158212076,-1.1346859724878386,-55,-1.3674329286128446
2021-02-19,22368,0.8448885,2.615879158212076,-1.1346859724878386,-57,-1.4615298816023374
2021-02-20,21735,0.8524475,2.615879158212076,-1.1346859724878386,-62,-1.696772264076069
2021-02-21,21175,0.8600835,2.615879158212076,-1.1346859724878386,-60,-1.6026753110865763
2021-02-22,20691,0.868274,2.615879158212076,-1.1346859724878386,-52,-1.2262874991286057
2021-02-23,20286,0.8773115,2.615879158212076,-1.1346859724878386,-55,-1.3674329286128446
2021-02-24,19920,0.886518,2.47432308991539,-1.2125192966153617,-54,-1.3203844521180983
2021-02-25,19628,0.8953525,2.47432308991539,-1.2125192966153617,-53,-1.273335975623352
2021-02-26,19394,0.904712,2.47432308991539,-1.2125192966153617,-51,-1.1792390226338594
2021-02-27,19207,0.9146,2.47432308991539,-1.2125192966153617,-56,-1.414481405107591
2021-02-28,19068,0.922995,2.47432308991539,-1.2125192966153617,-55,-1.3674329286128446
2021-03-01,18978,0.931427,2.47432308991539,-1.2125192966153617,-49,-1.0851420696443665
2021-03-02,18917,0.9395785,2.47432308991539,-1.2125192966153617,-52,-1.2262874991286057
2021-03-03,18901,0.947376,2.47432308991539,-1.2125192966153617,-54,-1.3203844521180983
2021-03-04,18889,0.954804,2.47432308991539,-1.2125192966153617,-54,-1.3203844521180983
2021-03-05,18930,0.962385,3.258934313357079,-0.7811079102787789,-53,-1.273335975623352
2021-03-06,19004,0.9681625,3.258934313357079,-0.7811079102787789,-57,-1.4615298816023374
2021-03-07,19077,0.9735735,3.258934313357079,-0.7811079102787789,-56,-1.414481405107591
2021-03-08,19176,0.9777105,3.258934313357079,-0.7811079102787789,-47,-0.9910451166548739
2021-03-09,19258,0.981101,3.258934313357079,-0.7811079102787789,-49,-1.0851420696443665
2021-03-10,19353,0.983076,5.0132169854851885,0.18346855383202007,-55,-1.3674329286128446
2021-03-11,19434,0.98439,5.0132169854851885,0.18346855383202007,-53,-1.273335975623352
2021-03-12,19498,0.983572,5.0132169854851885,0.18346855383202007,-52,-1.2262874991286057
2021-03-13,19534,0.9818105,5.0132169854851885,0.18346855383202007,-56,-1.414481405107591
2021-03-14,19505,0.978085,5.0132169854851885,0.18346855383202007,-58,-1.5085783580970837
2021-03-15,19447,0.972902,5.0132169854851885,0.18346855383202007,-47,-0.9910451166548739
2021-03-16,19360,0.966217,5.0132169854851885,0.18346855383202007,-49,-1.0851420696443665
2021-03-17,19202,0.9593105,5.0132169854851885,0.18346855383202007,-49,-1.0851420696443665
2021-03-18,18992,0.9519075,5.502345240533036,0.4524113019117229,-51,-1.1792390226338594
2021-03-19,18711,0.942544,5.502345240533036,0.4524113019117229,-51,-1.1792390226338594
2021-03-20,18398,0.933794,5.502345240533036,0.4524113019117229,-57,-1.4615298816023374
2021-03-21,18036,0.9248985,5.502345240533036,0.4524113019117229,-55,-1.3674329286128446
2021-03-22,17659,0.916209,5.502345240533036,0.4524113019117229,-45,-0.8969481636653812
2021-03-23,17248,0.908164,5.502345240533036,0.4524113019117229,-48,-1.0380935931496202
2021-03-24,16846,0.9007915,5.502345240533036,0.4524113019117229,-48,-1.0380935931496202
2021-03-25,16423,0.893885,5.502345240533036,0.4524113019117229,-49,-1.0851420696443665
2021-03-26,15972,0.888071,4.776584150752333,0.05335812941436134,-51,-1.1792390226338594
2021-03-27,15547,0.8833645,4.776584150752333,0.05335812941436134,-55,-1.3674329286128446
2021-03-28,15136,0.87904,4.776584150752333,0.05335812941436134,-58,-1.5085783580970837
2021-03-29,14722,0.8757615,4.776584150752333,0.05335812941436134,-41,-0.7087542576863959
2021-03-30,14316,0.8727065,4.776584150752333,0.05335812941436134,-42,-0.7558027341811422
2021-03-31,13928,0.870658,4.776584150752333,0.05335812941436134,-42,-0.7558027341811422
2021-04-01,13543,0.868271,4.776584150752333,0.05335812941436134,-39,-0.6146573046969032
2021-04-02,13132,0.865439,3.3090013622385346,-0.7535789961842491,-49,-1.0851420696443665
2021-04-03,12723,0.8617935,3.3090013622385346,-0.7535789961842491,-55,-1.3674329286128446
2021-04-04,12327,0.858358,3.3090013622385346,-0.7535789961842491,-69,-2.0261115995392935
2021-04-05,11932,0.853215,3.3090013622385346,-0.7535789961842491,-47,-0.9910451166548739
2021-04-06,11523,0.8470535,3.3090013622385346,-0.7535789961842491,-45,-0.8969481636653812
2021-04-07,11088,0.8405475,3.3090013622385346,-0.7535789961842491,-46,-0.9439966401601276
2021-04-08,10630,0.8325985,3.3090013622385346,-0.7535789961842491,-46,-0.9439966401601276
2021-04-09,10172,0.8235805,3.3090013622385346,-0.7535789961842491,-48,-1.0380935931496202
2021-04-10,9696,0.814517,3.1164181367463657,-0.8594691412809586,-57,-1.4615298816023374
2021-04-11,9228,0.8042465,3.1164181367463657,-0.8594691412809586,-52,-1.2262874991286057
2021-04-12,8749,0.7938695,3.1164181367463657,-0.8594691412809586,-19,0.32631222519802355
2021-04-13,8287,0.783909,3.1164181367463657,-0.8594691412809586,-26,-0.0030271102652008027
2021-04-14,7841,0.7750785,3.1164181367463657,-0.8594691412809586,-26,-0.0030271102652008027
2021-04-15,7403,0.766774,3.1164181367463657,-0.8594691412809586,-27,-0.050075586759947145
2021-04-16,6979,0.7605575,3.1164181367463657,-0.8594691412809586,-30,-0.19122101624418616
2021-04-17,6602,0.755654,5.29110217282136,0.3362612113028552,-37,-0.5205603517074106
2021-04-18,6254,0.753233,5.29110217282136,0.3362612113028552,-33,-0.33236644572842516
2021-04-19,5946,0.75198,5.29110217282136,0.3362612113028552,-25,0.044021366229545535
2021-04-20,5665,0.754004,5.29110217282136,0.3362612113028552,-29,-0.14417253974943983
2021-04-21,5426,0.7579365,5.29110217282136,0.3362612113028552,-29,-0.14417253974943983
2021-04-22,5230,0.7650245,5.29110217282136,0.3362612113028552,-28,-0.09712406325469349
2021-04-23,5064,0.7745865,5.29110217282136,0.3362612113028552,-29,-0.14417253974943983
2021-04-24,4949,0.7867105,7.301260347740897,1.4415285068608588,-34,-0.3794149222231715
2021-04-25,4865,0.801716,7.301260347740897,1.4415285068608588,-31,-0.2382694927389325
2021-04-26,4810,0.81807,7.301260347740897,1.4415285068608588,-24,0.09106984272429187
2021-04-27,4788,0.835762,7.301260347740897,1.4415285068608588,-30,-0.19122101624418616
2021-04-28,4804,0.8554375,7.301260347740897,1.4415285068608588,-30,-0.19122101624418616
2021-04-29,4855,0.8753885,7.301260347740897,1.4415285068608588,-28,-0.09712406325469349
2021-04-30,4939,0.8980055,7.301260347740897,1.4415285068608588,-26,-0.0030271102652008027
2021-05-01,5044,0.920441,6.636121267570299,1.0758077981710954,-31,-0.2382694927389325
2021-05-02,5187,0.9419905,6.636121267570299,1.0758077981710954,-26,-0.0030271102652008027
2021-05-03,5361,0.962456,6.636121267570299,1.0758077981710954,-29,-0.14417253974943983
2021-05-04,5559,0.982695,6.636121267570299,1.0758077981710954,-31,-0.2382694927389325
2021-05-05,5786,1.002065,6.636121267570299,1.0758077981710954,-29,-0.14417253974943983
2021-05-06,6034,1.01972,6.636121267570299,1.0758077981710954,-27,-0.050075586759947145
2021-05-07,6306,1.035235,6.636121267570299,1.0758077981710954,-28,-0.09712406325469349
2021-05-08,6609,1.0496,7.809623336349833,1.721047299258414,-42,-0.7558027341811422
2021-05-09,6936,1.0633,7.809623336349833,1.721047299258414,-30,-0.19122101624418616
2021-05-10,7279,1.074435,7.809623336349833,1.721047299258414,-26,-0.0030271102652008027
2021-05-11,7647,1.084675,7.809623336349833,1.721047299258414,-27,-0.050075586759947145
2021-05-12,8041,1.09178,7.809623336349833,1.721047299258414,-25,0.044021366229545535
2021-05-13,8446,1.098615,7.809623336349833,1.721047299258414,-29,-0.14417253974943983
2021-05-14,8863,1.102465,7.809623336349833,1.721047299258414,-27,-0.050075586759947145
2021-05-15,9287,1.105745,7.809623336349833,1.721047299258414,-34,-0.3794149222231715
2021-05-16,9719,1.10736,8.08930321793096,1.8748267531312561,-32,-0.28531796923367886
2021-05-17,10153,1.106475,8.08930321793096,1.8748267531312561,-17,0.4204091781875163
2021-05-18,10570,1.10316,8.08930321793096,1.8748267531312561,-20,0.27926374870327725
2021-05-19,10983,1.097825,8.08930321793096,1.8748267531312561,-18,0.3733607016927699
2021-05-20,11362,1.09106,8.08930321793096,1.8748267531312561,-24,0.09106984272429187
2021-05-21,11716,1.08233,6.779739365475777,1.1547749106330416,-25,0.044021366229545535
2021-05-22,12015,1.07134,6.779739365475777,1.1547749106330416,-24,0.09106984272429187
2021-05-23,12286,1.06021,6.779739365475777,1.1547749106330416,-24,0.09106984272429187
2021-05-24,12512,1.04807,6.779739365475777,1.1547749106330416,-19,0.32631222519802355
2021-05-25,12707,1.036145,6.779739365475777,1.1547749106330416,-20,0.27926374870327725
2021-05-26,12859,1.025175,6.779739365475777,1.1547749106330416,-17,0.4204091781875163
2021-05-27,12999,1.0155,6.779739365475777,1.1547749106330416,-12,0.655651560661248
2021-05-28,13096,1.007455,6.779739365475777,1.1547749106330416,-11,0.7027000371559943
2021-05-29,13209,1.001865,6.779739365475777,1.1547749106330416,-18,0.3733607016927699
2021-05-30,13337,1.000255,3.794157891162417,-0.4868200657993443,-5,0.9849908961244723
2021-05-31,13496,1.00095,3.794157891162417,-0.4868200657993443,-1,1.1731848021034577
2021-06-01,13711,1.005485,3.794157891162417,-0.4868200657993443,-5,0.9849908961244723
2021-06-02,13996,1.01407,3.794157891162417,-0.4868200657993443,-6,0.937942419629726
2021-06-03,14363,1.02627,7.940876857293577,1.7932158608850457,-6,0.937942419629726
2021-06-04,14841,1.0422,7.940876857293577,1.7932158608850457,-13,0.6086030841665017
2021-06-05,15428,1.061275,7.940876857293577,1.7932158608850457,-20,0.27926374870327725
2021-06-06,16139,1.08196,7.940876857293577,1.7932158608850457,-15,0.5145061311770089
2021-06-07,16994,1.105515,7.940876857293577,1.7932158608850457,-10,0.7497485136507406
2021-06-08,18010,1.129335,7.940876857293577,1.7932158608850457,-11,0.7027000371559943
2021-06-09,19184,1.15405,5.650372426941052,0.533802711817462,-11,0.7027000371559943
2021-06-10,20513,1.177245,5.650372426941052,0.533802711817462,-12,0.655651560661248
2021-06-11,22011,1.20005,5.650372426941052,0.533802711817462,-15,0.5145061311770089
2021-06-12,23708,1.219615,5.650372426941052,0.533802711817462,-21,0.2322152722085309
2021-06-13,25587,1.236495,5.650372426941052,0.533802711817462,-19,0.32631222519802355
2021-06-14,27631,1.249025,5.650372426941052,0.533802711817462,-12,0.655651560661248
2021-06-15,29826,1.25896,5.650372426941052,0.533802711817462,-12,0.655651560661248
2021-06-16,32167,1.265005,5.650372426941052,0.533802711817462,-12,0.655651560661248
2021-06-17,34614,1.26625,5.650372426941052,0.533802711817462,-15,0.5145061311770089
2021-06-18,37142,1.26443,5.650372426941052,0.533802711817462,-19,0.32631222519802355
2021-06-19,39746,1.260525,5.650372426941052,0.533802711817462,-21,0.2322152722085309
2021-06-20,42407,1.255555,7.112514935736013,1.3377485488065781,-14,0.5615546076717552
2021-06-21,45189,1.248555,7.112514935736013,1.3377485488065781,-16,0.4674576546822626
2021-06-22,48020,1.24122,7.112514935736013,1.3377485488065781,-14,0.5615546076717552
2021-06-23,50924,1.23351,7.112514935736013,1.3377485488065781,-13,0.6086030841665017
2021-06-24,53887,1.226065,7.112514935736013,1.3377485488065781,-13,0.6086030841665017
2021-06-25,56969,1.219805,7.112514935736013,1.3377485488065781,-14,0.5615546076717552
2021-06-26,60206,1.2149,7.112514935736013,1.3377485488065781,-19,0.32631222519802355
2021-06-27,63642,1.210895,4.718947503670291,0.021667140197580256,-16,0.4674576546822626
2021-06-28,67217,1.20778,4.718947503670291,0.021667140197580256,-12,0.655651560661248
2021-06-29,70938,1.205355,4.718947503670291,0.021667140197580256,-16,0.4674576546822626
2021-06-30,74848,1.20289,5.583907261338537,0.49725744152436824,-12,0.655651560661248
2021-07-01,78844,1.19988,5.583907261338537,0.49725744152436824,-11,0.7027000371559943
2021-07-02,82874,1.196095,5.583907261338537,0.49725744152436824,-14,0.5615546076717552
2021-07-03,86829,1.189755,5.583907261338537,0.49725744152436824,-22,0.18516679571378455
2021-07-04,90694,1.181705,5.583907261338537,0.49725744152436824,-17,0.4204091781875163
2021-07-05,94278,1.17059,5.583907261338537,0.49725744152436824,-11,0.7027000371559943
2021-07-06,97617,1.156305,5.583907261338537,0.49725744152436824,-16,0.4674576546822626
2021-07-07,100331,1.139005,5.583907261338537,0.49725744152436824,-12,0.655651560661248
2021-07-08,102497,1.11943,5.583907261338537,0.49725744152436824,-12,0.655651560661248
2021-07-09,103890,1.096625,4.302559710853984,-0.20727992248213545,-14,0.5615546076717552
2021-07-10,104518,1.072725,4.302559710853984,-0.20727992248213545,-20,0.27926374870327725
2021-07-11,104379,1.04778,4.302559710853984,-0.20727992248213545,-14,0.5615546076717552
2021-07-12,103555,1.022915,4.302559710853984,-0.20727992248213545,-16,0.4674576546822626
2021-07-13,102091,0.998704,4.302559710853984,-0.20727992248213545,-13,0.6086030841665017
2021-07-14,100026,0.976109,4.302559710853984,-0.20727992248213545,-10,0.7497485136507406
2021-07-15,97617,0.955907,4.302559710853984,-0.20727992248213545,-11,0.7027000371559943
2021-07-16,94975,0.9384975,4.6604955353851505,-0.010472146010155992,-13,0.6086030841665017
2021-07-17,92274,0.9239325,4.6604955353851505,-0.010472146010155992,-23,0.13811831921903822
2021-07-18,89592,0.913243,4.6604955353851505,-0.010472146010155992,-16,0.4674576546822626
2021-07-19,86998,0.9061165,4.6604955353851505,-0.010472146010155992,-7,0.8908939431349796
2021-07-20,84688,0.903301,4.6604955353851505,-0.010472146010155992,-10,0.7497485136507406
2021-07-21,82659,0.904225,4.6604955353851505,-0.010472146010155992,-9,0.796796990145487
2021-07-22,81123,0.908055,4.6604955353851505,-0.010472146010155992,-9,0.796796990145487
2021-07-23,79903,0.915135,3.3423121112337975,-0.7352633820627487,-11,0.7027000371559943
2021-07-24,79054,0.925289,3.3423121112337975,-0.7352633820627487,-20,0.27926374870327725
2021-07-25,78480,0.9369445,3.3423121112337975,-0.7352633820627487,-14,0.5615546076717552
2021-07-26,78296,0.9503495,3.3423121112337975,-0.7352633820627487,-4,1.0320393726192187
2021-07-27,78516,0.964658,3.3423121112337975,-0.7352633820627487,-8,0.8438454666402333
2021-07-28,78993,0.978482,3.3423121112337975,-0.7352633820627487,-7,0.8908939431349796
2021-07-29,79656,0.991353,3.3423121112337975,-0.7352633820627487,-4,1.0320393726192187
2021-07-30,80493,1.00297,3.296694182659673,-0.7603459875876093,-11,0.7027000371559943
2021-07-31,81498,1.013305,3.296694182659673,-0.7603459875876093,-17,0.4204091781875163
2021-08-01,82515,1.021345,3.296694182659673,-0.7603459875876093,-9,0.796796990145487
2021-08-02,83631,1.02763,3.296694182659673,-0.7603459875876093,-1,1.1731848021034577
2021-08-03,84668,1.03185,3.296694182659673,-0.7603459875876093,-3,1.079087849113965
2021-08-04,85699,1.034015,3.296694182659673,-0.7603459875876093,-3,1.079087849113965
2021-08-05,86640,1.03446,3.296694182659673,-0.7603459875876093,-7,0.8908939431349796
2021-08-06,87521,1.033955,3.362612074318835,-0.7241016309235255,-11,0.7027000371559943
2021-08-07,88285,1.031715,3.362612074318835,-0.7241016309235255,-19,0.32631222519802355
2021-08-08,88934,1.028645,3.362612074318835,-0.7241016309235255,-13,0.6086030841665017
2021-08-09,89357,1.023885,3.362612074318835,-0.7241016309235255,-3,1.079087849113965
2021-08-10,89621,1.018605,3.362612074318835,-0.7241016309235255,-1,1.1731848021034577
2021-08-11,89726,1.012875,3.362612074318835,-0.7241016309235255,-3,1.079087849113965
2021-08-12,89642,1.006925,3.362612074318835,-0.7241016309235255,-2,1.1261363256087114
2021-08-13,89419,1.00069,3.55806508739699,-0.6166335590728103,-8,0.8438454666402333
2021-08-14,89102,0.9947905,3.55806508739699,-0.6166335590728103,-16,0.4674576546822626
2021-08-15,88687,0.988984,3.55806508739699,-0.6166335590728103,-9,0.796796990145487
2021-08-16,88135,0.9838265,3.55806508739699,-0.6166335590728103,-2,1.1261363256087114
2021-08-17,87462,0.978563,3.55806508739699,-0.6166335590728103,-5,0.9849908961244723
2021-08-18,86689,0.974122,3.55806508739699,-0.6166335590728103,-3,1.079087849113965
2021-08-19,85899,0.970464,3.4465364011476183,-0.6779565987052086,-5,0.9849908961244723
2021-08-20,85168,0.966869,3.4465364011476183,-0.6779565987052086,-8,0.8438454666402333
2021-08-21,84390,0.964582,3.4465364011476183,-0.6779565987052086,-18,0.3733607016927699
2021-08-22,83569,0.9623125,3.4465364011476183,-0.6779565987052086,-10,0.7497485136507406
2021-08-23,82761,0.960787,3.4465364011476183,-0.6779565987052086,0,1.220233278598204
2021-08-24,81958,0.959347,3.193493084472899,-0.8170901782262777,-2,1.1261363256087114
2021-08-25,81064,0.957632,3.193493084472899,-0.8170901782262777,-1,1.1731848021034577
2021-08-26,80148,0.9557665,3.193493084472899,-0.8170901782262777,-1,1.1731848021034577
2021-08-27,79183,0.953425,3.193493084472899,-0.8170901782262777,-5,0.9849908961244723
2021-08-28,78129,0.950787,3.193493084472899,-0.8170901782262777,-14,0.5615546076717552
2021-08-29,77026,0.9477625,3.193493084472899,-0.8170901782262777,-2,1.1261363256087114
2021-08-30,75792,0.9444125,3.193493084472899,-0.8170901782262777,1,1.2672817550929503
2021-08-31,74628,0.941141,3.193493084472899,-0.8170901782262777,-3,1.079087849113965
2021-09-01,73331,0.9383345,3.193493084472899,-0.8170901782262777,-4,1.0320393726192187
2021-09-02,72103,0.9363095,3.7035461270877814,-0.5366421249159217,-5,0.9849908961244723
2021-09-03,70909,0.9360065,3.7035461270877814,-0.5366421249159217,-8,0.8438454666402333
2021-09-04,69910,0.9372565,3.7035461270877814,-0.5366421249159217,-13,0.6086030841665017
2021-09-05,69064,0.940823,3.7035461270877814,-0.5366421249159217,-5,0.9849908961244723
2021-09-06,68472,0.9463075,3.7035461270877814,-0.5366421249159217,-3,1.079087849113965
2021-09-07,68189,0.954091,3.7035461270877814,-0.5366421249159217,-6,0.937942419629726
2021-09-08,68192,0.965285,3.7035461270877814,-0.5366421249159217,-6,0.937942419629726
2021-09-09,68568,0.978725,3.7035461270877814,-0.5366421249159217,-10,0.7497485136507406
2021-09-10,69408,0.99479,5.645893819051718,0.5313401897674709,-10,0.7497485136507406
2021-09-11,70639,1.01237,5.645893819051718,0.5313401897674709,-12,0.655651560661248
2021-09-12,72340,1.031535,5.645893819051718,0.5313401897674709,-7,0.8908939431349796
2021-09-13,74354,1.050275,5.645893819051718,0.5313401897674709,-6,0.937942419629726
2021-09-14,76805,1.068045,5.645893819051718,0.5313401897674709,-12,0.655651560661248
2021-09-15,79485,1.084525,5.645893819051718,0.5313401897674709,-6,0.937942419629726
2021-09-16,82411,1.09857,5.645893819051718,0.5313401897674709,-7,0.8908939431349796
2021-09-17,85431,1.10956,5.808180191565385,0.6205718842142421,-9,0.796796990145487
2021-09-18,88515,1.115825,5.808180191565385,0.6205718842142421,-12,0.655651560661248
2021-09-19,91590,1.1185,5.808180191565385,0.6205718842142421,-9,0.796796990145487
2021-09-20,94437,1.116975,5.808180191565385,0.6205718842142421,-6,0.937942419629726
2021-09-21,96980,1.111895,5.808180191565385,0.6205718842142421,-8,0.8438454666402333
2021-09-22,99348,1.10365,5.808180191565385,0.6205718842142421,-7,0.8908939431349796
2021-09-23,101253,1.09283,5.808180191565385,0.6205718842142421,-8,0.8438454666402333
2021-09-24,102767,1.081225,5.808180191565385,0.6205718842142421,-7,0.8908939431349796
2021-09-25,104050,1.068235,6.93084652998957,1.237859818649439,-13,0.6086030841665017
2021-09-26,104942,1.056445,6.93084652998957,1.237859818649439,-9,0.796796990145487
2021-09-27,105712,1.046,6.93084652998957,1.237859818649439,-11,0.7027000371559943
2021-09-28,106360,1.037945,6.93084652998957,1.237859818649439,-14,0.5615546076717552
2021-09-29,107006,1.032995,6.93084652998957,1.237859818649439,-10,0.7497485136507406
2021-09-30,107931,1.03072,6.93084652998957,1.237859818649439,-11,0.7027000371559943
2021-10-01,109144,1.0319,6.926164071339786,1.2352852111021413,-10,0.7497485136507406
2021-10-02,110679,1.036245,6.926164071339786,1.2352852111021413,-18,0.3733607016927699
2021-10-03,112704,1.043255,6.926164071339786,1.2352852111021413,-8,0.8438454666402333
2021-10-04,115188,1.052505,6.926164071339786,1.2352852111021413,-10,0.7497485136507406
2021-10-05,118146,1.063295,6.926164071339786,1.2352852111021413,-14,0.5615546076717552
2021-10-06,121453,1.07437,6.926164071339786,1.2352852111021413,-9,0.796796990145487
2021-10-07,125178,1.084405,5.086277623012661,0.22364028472327965,-10,0.7497485136507406
2021-10-08,129122,1.09254,5.086277623012661,0.22364028472327965,-10,0.7497485136507406
2021-10-09,132986,1.09774,5.086277623012661,0.22364028472327965,-11,0.7027000371559943
2021-10-10,136724,1.099225,5.086277623012661,0.22364028472327965,-8,0.8438454666402333
2021-10-11,140177,1.095785,5.086277623012661,0.22364028472327965,-8,0.8438454666402333
2021-10-12,142903,1.088335,5.086277623012661,0.22364028472327965,-12,0.655651560661248
2021-10-13,144790,1.075415,5.086277623012661,0.22364028472327965,-10,0.7497485136507406
2021-10-14,145587,1.058405,5.086277623012661,0.22364028472327965,-11,0.7027000371559943
2021-10-15,145368,1.0382,5.082699300850315,0.22167277663940982,-9,0.796796990145487
2021-10-16,143934,1.015105,5.082699300850315,0.22167277663940982,-12,0.655651560661248
2021-10-17,141396,0.9905845,5.082699300850315,0.22167277663940982,-10,0.7497485136507406
2021-10-18,137765,0.9657825,5.082699300850315,0.22167277663940982,-11,0.7027000371559943
2021-10-19,133412,0.9417245,5.082699300850315,0.22167277663940982,-13,0.6086030841665017
2021-10-20,128506,0.919305,5.082699300850315,0.22167277663940982,-11,0.7027000371559943
2021-10-21,123366,0.8994225,3.7405576932375775,-0.5162916499467622,-9,0.796796990145487
2021-10-22,118137,0.883448,3.7405576932375775,-0.5162916499467622,-10,0.7497485136507406
2021-10-23,113134,0.871115,3.7405576932375775,-0.5162916499467622,-13,0.6086030841665017
2021-10-24,108483,0.8632915,3.7405576932375775,-0.5162916499467622,-9,0.796796990145487
2021-10-25,104325,0.860149,3.7405576932375775,-0.5162916499467622,-1,1.1731848021034577
2021-10-26,100715,0.861636,3.34534388176771,-0.7335963904495617,-4,1.0320393726192187
2021-10-27,97803,0.867714,3.34534388176771,-0.7335963904495617,-2,1.1261363256087114
2021-10-28,95524,0.877562,3.34534388176771,-0.7335963904495617,-2,1.1261363256087114
2021-10-29,93906,0.8909525,3.34534388176771,-0.7335963904495617,-6,0.937942419629726
2021-10-30,92919,0.907539,3.34534388176771,-0.7335963904495617,-12,0.655651560661248
2021-10-31,92486,0.9262835,3.34534388176771,-0.7335963904495617,-13,0.6086030841665017
2021-11-01,92623,0.9463565,3.34534388176771,-0.7335963904495617,-10,0.7497485136507406
2021-11-02,93182,0.9667085,3.34534388176771,-0.7335963904495617,-10,0.7497485136507406
2021-11-03,94198,0.986012,5.281265236134068,0.33085246061617163,-10,0.7497485136507406
2021-11-04,95521,1.004135,5.281265236134068,0.33085246061617163,-10,0.7497485136507406
2021-11-05,97201,1.01976,5.281265236134068,0.33085246061617163,-10,0.7497485136507406
2021-11-06,99052,1.03325,5.281265236134068,0.33085246061617163,-14,0.5615546076717552
2021-11-07,101088,1.043715,5.281265236134068,0.33085246061617163,-7,0.8908939431349796
2021-11-08,103197,1.05181,5.281265236134068,0.33085246061617163,-10,0.7497485136507406
2021-11-09,105253,1.05702,5.281265236134068,0.33085246061617163,-11,0.7027000371559943
2021-11-10,107237,1.05963,5.281265236134068,0.33085246061617163,-11,0.7027000371559943
2021-11-11,108947,1.05965,5.281265236134068,0.33085246061617163,-10,0.7497485136507406
2021-11-12,110592,1.05744,5.15052445024442,0.25896582172261123,-11,0.7027000371559943
2021-11-13,112017,1.05306,5.15052445024442,0.25896582172261123,-11,0.7027000371559943
2021-11-14,113174,1.04733,5.15052445024442,0.25896582172261123,-7,0.8908939431349796
2021-11-15,113954,1.04049,5.15052445024442,0.25896582172261123,-9,0.796796990145487
2021-11-16,114442,1.03226,5.15052445024442,0.25896582172261123,-11,0.7027000371559943
2021-11-17,114557,1.023235,5.15052445024442,0.25896582172261123,-9,0.796796990145487
2021-11-18,114346,1.01341,6.878351196668973,1.208995734313889,-9,0.796796990145487
2021-11-19,113960,1.003655,6.878351196668973,1.208995734313889,-8,0.8438454666402333
2021-11-20,113249,0.994162,6.878351196668973,1.208995734313889,-10,0.7497485136507406
2021-11-21,112295,0.985243,6.878351196668973,1.208995734313889,-6,0.937942419629726
2021-11-22,111248,0.977738,6.878351196668973,1.208995734313889,-8,0.8438454666402333
2021-11-23,110222,0.9720045,6.878351196668973,1.208995734313889,-10,0.7497485136507406
2021-11-24,109175,0.968844,6.878351196668973,1.208995734313889,-9,0.796796990145487
2021-11-25,108316,0.968482,6.878351196668973,1.208995734313889,-6,0.937942419629726
2021-11-26,107794,0.971522,5.382309850581601,0.38641092817089334,-7,0.8908939431349796
2021-11-27,107881,0.9788195,5.382309850581601,0.38641092817089334,-16,0.4674576546822626
2021-11-28,108687,0.9906735,5.382309850581601,0.38641092817089334,-8,0.8438454666402333
2021-11-29,110364,1.007655,5.382309850581601,0.38641092817089334,-7,0.8908939431349796
2021-11-30,112911,1.02925,5.382309850581601,0.38641092817089334,-7,0.8908939431349796
2021-12-01,116687,1.055235,5.382309850581601,0.38641092817089334,-8,0.8438454666402333
2021-12-02,121631,1.084795,5.382309850581601,0.38641092817089334,-7,0.8908939431349796
2021-12-03,128063,1.117485,5.382309850581601,0.38641092817089334,-7,0.8908939431349796
2021-12-04,136028,1.15187,5.382309850581601,0.38641092817089334,-12,0.655651560661248
2021-12-05,145775,1.18666,5.765859481948062,0.5973022247175676,-7,0.8908939431349796
2021-12-06,157129,1.2208,5.765859481948062,0.5973022247175676,-8,0.8438454666402333
2021-12-07,170268,1.251635,5.765859481948062,0.5973022247175676,-14,0.5615546076717552
2021-12-08,185411,1.27886,5.765859481948062,0.5973022247175676,-8,0.8438454666402333
2021-12-09,202394,1.300885,5.765859481948062,0.5973022247175676,-5,0.9849908961244723
2021-12-10,221014,1.317215,5.765859481948062,0.5973022247175676,-6,0.937942419629726
2021-12-11,241330,1.32822,5.470048231091697,0.4346530833171742,-12,0.655651560661248
2021-12-12,263123,1.33373,5.470048231091697,0.4346530833171742,-7,0.8908939431349796
2021-12-13,286249,1.333855,5.470048231091697,0.4346530833171742,-4,1.0320393726192187
2021-12-14,309822,1.328035,5.470048231091697,0.4346530833171742,-6,0.937942419629726
2021-12-15,334250,1.31829,5.470048231091697,0.4346530833171742,-2,1.1261363256087114
2021-12-16,358332,1.305345,5.470048231091697,0.4346530833171742,-3,1.079087849113965
2021-12-17,381949,1.289165,5.470048231091697,0.4346530833171742,-6,0.937942419629726
2021-12-18,404931,1.2696,3.4301343336802677,-0.686975127185896,-14,0.5615546076717552
2021-12-19,426225,1.24756,3.4301343336802677,-0.686975127185896,-8,0.8438454666402333
2021-12-20,445657,1.222885,3.4301343336802677,-0.686975127185896,5,1.4554756610719357
2021-12-21,461958,1.19619,3.4301343336802677,-0.686975127185896,2,1.3143302315876968
2021-12-22,474806,1.16737,2.766070186879375,-1.0521047934824477,4,1.4084271845771894
2021-12-23,483479,1.13624,2.766070186879375,-1.0521047934824477,7,1.5495726140614283
2021-12-24,487782,1.103685,2.766070186879375,-1.0521047934824477,-17,0.4204091781875163
